event_id,user_id,event_type,event_date,plan_tier,amount_usd
123,18,subscription_renewed,2025-08-04,starter,9.99
124,18,subscription_renewed,2025-09-03,starter,9.99
125,18,subscription_renewed,2025-10-03,starter,9.99
126,18,subscription_renewed,2025-11-02,starter,9.99
127,18,subscription_renewed,2025-12-02,starter,9.99
128,18,subscription_renewed,2026-01-01,starter,9.99
129,18,subscription_renewed,2026-01-31,starter,9.99
130,19,trial_started,2025-08-03,free,0.0
131,19,trial_converted,2025-08-11,pro,29.99
132,19,subscription_renewed,2025-09-10,pro,29.99
133,19,subscription_renewed,2025-10-10,pro,29.99
134,19,subscription_renewed,2025-11-09,pro,29.99
135,19,subscription_renewed,2025-12-09,pro,29.99
136,19,subscription_renewed,2026-01-08,pro,29.99
137,20,trial_started,2025-10-20,free,0.0
138,20,trial_converted,2025-11-01,starter,9.99
139,20,subscription_renewed,2025-12-01,starter,9.99
140,20,subscription_renewed,2025-12-31,starter,9.99
141,20,subscription_cancelled,2026-01-30,starter,0.0
142,21,trial_started,2025-07-28,free,0.0
143,21,trial_converted,2025-08-07,pro,29.99
144,21,subscription_renewed,2025-09-06,pro,29.99
145,21,subscription_renewed,2025-10-06,pro,29.99
146,21,subscription_renewed,2025-11-05,pro,29.99
147,21,subscription_renewed,2025-12-05,pro,29.99
148,21,subscription_renewed,2026-01-04,pro,29.99
149,22,trial_started,2025-08-20,free,0.0
150,22,trial_converted,2025-08-28,starter,9.99
151,22,subscription_renewed,2025-09-27,starter,9.99
152,22,subscription_renewed,2025-10-27,starter,9.99
153,22,subscription_renewed,2025-11-26,starter,9.99
154,22,subscription_renewed,2025-12-26,starter,9.99
155,22,subscription_renewed,2026-01-25,starter,9.99
156,23,trial_started,2025-05-20,free,0.0
157,24,trial_started,2025-10-04,free,0.0
158,25,trial_started,2024-03-06,free,0.0
159,25,trial_converted,2024-03-17,starter,9.99
160,25,subscription_renewed,2024-04-16,starter,9.99
161,25,subscription_renewed,2024-05-16,starter,9.99
162,25,subscription_renewed,2024-06-15,starter,9.99
163,25,subscription_renewed,2024-07-15,starter,9.99
164,25,subscription_renewed,2024-08-14,starter,9.99
165,25,subscription_renewed,2024-09-13,starter,9.99
166,25,subscription_renewed,2024-10-13,starter,9.99
167,25,subscription_renewed,2024-11-12,starter,9.99
168,25,subscription_renewed,2024-12-12,starter,9.99
169,25,subscription_renewed,2025-01-11,starter,9.99
170,25,subscription_renewed,2025-02-10,starter,9.99
171,25,subscription_renewed,2025-03-12,starter,9.99
172,25,subscription_renewed,2025-04-11,starter,9.99
173,25,subscription_renewed,2025-05-11,starter,9.99
174,25,subscription_renewed,2025-06-10,starter,9.99
175,25,subscription_renewed,2025-07-10,starter,9.99
176,25,subscription_renewed,2025-08-09,starter,9.99
177,25,subscription_renewed,2025-09-08,starter,9.99
178,25,subscription_renewed,2025-10-08,starter,9.99
179,25,subscription_renewed,2025-11-07,starter,9.99
180,25,subscription_renewed,2025-12-07,starter,9.99
181,25,subscription_renewed,2026-01-06,starter,9.99
182,26,trial_started,2024-09-14,free,0.0
183,26,trial_converted,2024-10-01,pro,29.99
184,26,subscription_renewed,2024-10-31,pro,29.99
185,26,subscription_renewed,2024-11-30,pro,29.99
186,26,subscription_renewed,2024-12-30,pro,29.99
187,26,subscription_renewed,2025-01-29,pro,29.99
188,26,subscription_renewed,2025-02-28,pro,29.99
189,26,subscription_renewed,2025-03-30,pro,29.99
190,26,subscription_renewed,2025-04-29,pro,29.99
191,26,subscription_renewed,2025-05-29,pro,29.99
192,26,subscription_renewed,2025-06-28,pro,29.99
193,26,subscription_renewed,2025-07-28,pro,29.99
194,26,subscription_renewed,2025-08-27,pro,29.99
195,26,subscription_renewed,2025-09-26,pro,29.99
196,26,subscription_renewed,2025-10-26,pro,29.99
197,26,subscription_renewed,2025-11-25,pro,29.99
198,26,subscription_renewed,2025-12-25,pro,29.99
199,26,subscription_renewed,2026-01-24,pro,29.99
200,27,trial_started,2025-11-29,free,0.0
201,27,trial_converted,2025-12-14,pro,29.99
202,27,subscription_renewed,2026-01-13,pro,29.99
203,28,trial_started,2024-10-27,free,0.0
204,28,trial_converted,2024-11-02,starter,9.99
205,28,subscription_renewed,2024-12-02,starter,9.99
206,28,subscription_renewed,2025-01-01,starter,9.99
207,28,subscription_renewed,2025-01-31,starter,9.99
208,28,subscription_renewed,2025-03-02,starter,9.99
209,28,subscription_renewed,2025-04-01,starter,9.99
210,28,subscription_renewed,2025-05-01,starter,9.99
211,28,subscription_renewed,2025-05-31,starter,9.99
212,28,subscription_renewed,2025-06-30,starter,9.99
213,28,subscription_cancelled,2025-07-17,starter,0.0
214,29,trial_started,2024-07-01,free,0.0
215,29,trial_converted,2024-07-06,pro,29.99
216,29,subscription_renewed,2024-08-05,pro,29.99
217,29,subscription_renewed,2024-09-04,pro,29.99
218,29,subscription_renewed,2024-10-04,pro,29.99
219,29,subscription_renewed,2024-11-03,pro,29.99
220,29,subscription_renewed,2024-12-03,pro,29.99
221,29,subscription_renewed,2025-01-02,pro,29.99
222,29,subscription_renewed,2025-02-01,pro,29.99
223,29,subscription_renewed,2025-03-03,pro,29.99
224,29,subscription_renewed,2025-04-02,pro,29.99
225,29,subscription_renewed,2025-05-02,pro,29.99
226,29,subscription_renewed,2025-06-01,pro,29.99
227,29,subscription_renewed,2025-07-01,pro,29.99
228,29,subscription_renewed,2025-07-31,pro,29.99
229,29,subscription_renewed,2025-08-30,pro,29.99
230,29,subscription_renewed,2025-09-29,pro,29.99
231,29,subscription_renewed,2025-10-29,pro,29.99
232,29,subscription_renewed,2025-11-28,pro,29.99
233,29,subscription_renewed,2025-12-28,pro,29.99
234,29,subscription_renewed,2026-01-27,pro,29.99
235,30,trial_started,2025-09-15,free,0.0
236,31,trial_started,2025-06-27,free,0.0
237,32,trial_started,2024-04-24,free,0.0
238,32,trial_converted,2024-05-01,starter,9.99
239,32,subscription_renewed,2024-05-31,starter,9.99
240,32,subscription_renewed,2024-06-30,starter,9.99
241,32,subscription_renewed,2024-07-30,starter,9.99
242,32,subscription_renewed,2024-08-29,starter,9.99
243,32,subscription_renewed,2024-09-28,starter,9.99
244,32,subscription_renewed,2024-10-28,starter,9.99
245,32,subscription_renewed,2024-11-27,starter,9.99
246,32,subscription_renewed,2024-12-27,starter,9.99
247,32,subscription_renewed,2025-01-26,starter,9.99
248,32,subscription_renewed,2025-02-25,starter,9.99
249,32,subscription_renewed,2025-03-27,starter,9.99
250,32,subscription_renewed,2025-04-26,starter,9.99
251,32,subscription_renewed,2025-05-26,starter,9.99
252,32,subscription_renewed,2025-06-25,starter,9.99
253,32,subscription_renewed,2025-07-25,starter,9.99
254,32,subscription_renewed,2025-08-24,starter,9.99
255,32,subscription_renewed,2025-09-23,starter,9.99
256,32,subscription_renewed,2025-10-23,starter,9.99
257,32,subscription_renewed,2025-11-22,starter,9.99
258,32,subscription_renewed,2025-12-22,starter,9.99
259,32,subscription_renewed,2026-01-21,starter,9.99
260,33,trial_started,2024-02-29,free,0.0
261,34,trial_started,2025-05-12,free,0.0
262,35,trial_started,2024-05-11,free,0.0
263,35,trial_converted,2024-05-20,pro,29.99
264,35,subscription_renewed,2024-06-19,pro,29.99
265,35,subscription_renewed,2024-07-19,pro,29.99
266,35,subscription_renewed,2024-08-18,pro,29.99
267,35,subscription_renewed,2024-09-17,pro,29.99
268,35,subscription_renewed,2024-10-17,pro,29.99
269,35,subscription_renewed,2024-11-16,pro,29.99
270,35,subscription_renewed,2024-12-16,pro,29.99
271,35,subscription_renewed,2025-01-15,pro,29.99
272,35,subscription_renewed,2025-02-14,pro,29.99
273,35,subscription_renewed,2025-03-16,pro,29.99
274,35,subscription_renewed,2025-04-15,pro,29.99
275,35,subscription_renewed,2025-05-15,pro,29.99
276,35,subscription_renewed,2025-06-14,pro,29.99
277,35,subscription_renewed,2025-07-14,pro,29.99
278,35,subscription_renewed,2025-08-13,pro,29.99
279,35,subscription_renewed,2025-09-12,pro,29.99
280,35,subscription_renewed,2025-10-12,pro,29.99
281,35,subscription_renewed,2025-11-11,pro,29.99
282,35,subscription_renewed,2025-12-11,pro,29.99
283,35,subscription_renewed,2026-01-10,pro,29.99
284,36,trial_started,2024-09-28,free,0.0
285,36,trial_converted,2024-10-18,pro,29.99
286,36,subscription_renewed,2024-11-17,pro,29.99
287,36,subscription_renewed,2024-12-17,pro,29.99
288,36,subscription_renewed,2025-01-16,pro,29.99
289,36,subscription_renewed,2025-02-15,pro,29.99
290,36,subscription_renewed,2025-03-17,pro,29.99
291,36,subscription_renewed,2025-04-16,pro,29.99
292,36,subscription_renewed,2025-05-16,pro,29.99
293,36,subscription_renewed,2025-06-15,pro,29.99
294,36,subscription_renewed,2025-07-15,pro,29.99
295,36,subscription_renewed,2025-08-14,pro,29.99
296,36,subscription_renewed,2025-09-13,pro,29.99
297,36,subscription_renewed,2025-10-13,pro,29.99
298,36,subscription_renewed,2025-11-12,pro,29.99
299,36,subscription_renewed,2025-12-12,pro,29.99
300,36,subscription_renewed,2026-01-11,pro,29.99
301,37,trial_started,2025-07-06,free,0.0
302,37,trial_converted,2025-07-24,pro,29.99
303,37,subscription_renewed,2025-08-23,pro,29.99
304,37,subscription_renewed,2025-09-22,pro,29.99
305,37,subscription_renewed,2025-10-22,pro,29.99
306,37,subscription_renewed,2025-11-21,pro,29.99
307,37,subscription_renewed,2025-12-21,pro,29.99
308,37,subscription_renewed,2026-01-20,pro,29.99
309,38,trial_started,2025-11-18,free,0.0
310,38,trial_converted,2025-11-25,pro,29.99
311,38,subscription_renewed,2025-12-25,pro,29.99
312,38,subscription_renewed,2026-01-24,pro,29.99
313,39,trial_started,2024-05-03,free,0.0
314,40,trial_started,2025-08-25,free,0.0
315,40,trial_converted,2025-09-01,pro,29.99
316,40,subscription_renewed,2025-10-01,pro,29.99
317,40,subscription_renewed,2025-10-31,pro,29.99
318,40,subscription_renewed,2025-11-30,pro,29.99
319,40,subscription_renewed,2025-12-30,pro,29.99
320,40,subscription_renewed,2026-01-29,pro,29.99
321,41,trial_started,2024-03-13,free,0.0
322,41,trial_converted,2024-03-26,pro,29.99
323,41,subscription_renewed,2024-04-25,pro,29.99
324,41,subscription_renewed,2024-05-25,pro,29.99
325,41,subscription_renewed,2024-06-24,pro,29.99
326,41,subscription_renewed,2024-07-24,pro,29.99
327,41,subscription_renewed,2024-08-23,pro,29.99
328,41,subscription_renewed,2024-09-22,pro,29.99
329,41,subscription_renewed,2024-10-22,pro,29.99
330,41,subscription_renewed,2024-11-21,pro,29.99
331,41,subscription_renewed,2024-12-21,pro,29.99
332,41,subscription_renewed,2025-01-20,pro,29.99
333,41,subscription_renewed,2025-02-19,pro,29.99
334,41,subscription_renewed,2025-03-21,pro,29.99
335,41,subscription_renewed,2025-04-20,pro,29.99
336,41,subscription_renewed,2025-05-20,pro,29.99
337,41,subscription_renewed,2025-06-19,pro,29.99
338,41,subscription_renewed,2025-07-19,pro,29.99
339,41,subscription_renewed,2025-08-18,pro,29.99
340,41,subscription_renewed,2025-09-17,pro,29.99
341,41,subscription_renewed,2025-10-17,pro,29.99
342,41,subscription_renewed,2025-11-16,pro,29.99
343,41,subscription_renewed,2025-12-16,pro,29.99
344,41,subscription_renewed,2026-01-15,pro,29.99
345,42,trial_started,2024-02-02,free,0.0
346,42,trial_converted,2024-02-14,starter,9.99
347,42,subscription_renewed,2024-03-15,starter,9.99
348,42,subscription_renewed,2024-04-14,starter,9.99
349,42,subscription_renewed,2024-05-14,starter,9.99
350,42,subscription_renewed,2024-06-13,starter,9.99
351,42,subscription_renewed,2024-07-13,starter,9.99
352,42,subscription_renewed,2024-08-12,starter,9.99
353,42,subscription_renewed,2024-09-11,starter,9.99
354,42,subscription_renewed,2024-10-11,starter,9.99
355,42,subscription_renewed,2024-11-10,starter,9.99
356,42,subscription_renewed,2024-12-10,starter,9.99
357,42,subscription_renewed,2025-01-09,starter,9.99
358,42,subscription_renewed,2025-02-08,starter,9.99
359,42,subscription_renewed,2025-03-10,starter,9.99
360,42,subscription_renewed,2025-04-09,starter,9.99
361,42,subscription_renewed,2025-05-09,starter,9.99
362,42,subscription_renewed,2025-06-08,starter,9.99
363,42,subscription_renewed,2025-07-08,starter,9.99
364,42,subscription_renewed,2025-08-07,starter,9.99
365,42,subscription_renewed,2025-09-06,starter,9.99
366,42,subscription_renewed,2025-10-06,starter,9.99
367,42,subscription_renewed,2025-11-05,starter,9.99
368,42,subscription_renewed,2025-12-05,starter,9.99
369,42,subscription_cancelled,2025-12-25,starter,0.0
370,43,trial_started,2025-05-12,free,0.0
371,44,trial_started,2025-04-29,free,0.0
372,45,trial_started,2024-04-06,free,0.0
373,46,trial_started,2025-02-24,free,0.0
374,46,trial_converted,2025-03-02,starter,9.99
375,46,subscription_renewed,2025-04-01,starter,9.99
376,46,subscription_renewed,2025-05-01,starter,9.99
377,46,subscription_renewed,2025-05-31,starter,9.99
378,46,subscription_renewed,2025-06-30,starter,9.99
379,46,subscription_renewed,2025-07-30,starter,9.99
380,46,subscription_renewed,2025-08-29,starter,9.99
381,46,subscription_renewed,2025-09-28,starter,9.99
382,46,subscription_renewed,2025-10-28,starter,9.99
383,46,subscription_renewed,2025-11-27,starter,9.99
384,46,subscription_renewed,2025-12-27,starter,9.99
385,46,subscription_renewed,2026-01-26,starter,9.99
386,47,trial_started,2024-03-03,free,0.0
387,47,trial_converted,2024-03-20,starter,9.99
388,47,subscription_renewed,2024-04-19,starter,9.99
389,47,subscription_renewed,2024-05-19,starter,9.99
390,47,subscription_renewed,2024-06-18,starter,9.99
391,47,subscription_renewed,2024-07-18,starter,9.99
392,47,subscription_renewed,2024-08-17,starter,9.99
393,47,subscription_renewed,2024-09-16,starter,9.99
394,47,subscription_renewed,2024-10-16,starter,9.99
395,47,subscription_renewed,2024-11-15,starter,9.99
396,47,subscription_renewed,2024-12-15,starter,9.99
397,47,subscription_renewed,2025-01-14,starter,9.99
398,47,subscription_renewed,2025-02-13,starter,9.99
399,47,subscription_renewed,2025-03-15,starter,9.99
400,47,subscription_renewed,2025-04-14,starter,9.99
401,47,subscription_renewed,2025-05-14,starter,9.99
402,47,subscription_renewed,2025-06-13,starter,9.99
403,47,subscription_renewed,2025-07-13,starter,9.99
404,47,subscription_renewed,2025-08-12,starter,9.99
405,47,subscription_renewed,2025-09-11,starter,9.99
406,47,subscription_renewed,2025-10-11,starter,9.99
407,47,subscription_renewed,2025-11-10,starter,9.99
408,47,subscription_renewed,2025-12-10,starter,9.99
409,47,subscription_renewed,2026-01-09,starter,9.99
410,48,trial_started,2024-07-15,free,0.0
411,49,trial_started,2024-07-06,free,0.0
412,49,trial_converted,2024-07-23,starter,9.99
413,49,subscription_renewed,2024-08-22,starter,9.99
414,49,subscription_renewed,2024-09-21,starter,9.99
415,49,subscription_renewed,2024-10-21,starter,9.99
416,49,subscription_renewed,2024-11-20,starter,9.99
417,49,subscription_renewed,2024-12-20,starter,9.99
418,49,subscription_renewed,2025-01-19,starter,9.99
419,49,subscription_renewed,2025-02-18,starter,9.99
420,49,subscription_renewed,2025-03-20,starter,9.99
421,49,subscription_renewed,2025-04-19,starter,9.99
422,49,subscription_renewed,2025-05-19,starter,9.99
423,49,subscription_renewed,2025-06-18,starter,9.99
424,49,subscription_renewed,2025-07-18,starter,9.99
425,49,subscription_renewed,2025-08-17,starter,9.99
426,49,subscription_renewed,2025-09-16,starter,9.99
427,49,subscription_renewed,2025-10-16,starter,9.99
428,49,subscription_renewed,2025-11-15,starter,9.99
429,49,subscription_renewed,2025-12-15,starter,9.99
430,49,subscription_renewed,2026-01-14,starter,9.99
431,50,trial_started,2025-07-17,free,0.0
432,51,trial_started,2024-04-05,free,0.0
433,52,trial_started,2024-08-06,free,0.0
434,52,trial_converted,2024-08-20,starter,9.99
435,52,subscription_renewed,2024-09-19,starter,9.99
436,52,subscription_renewed,2024-10-19,starter,9.99
437,52,subscription_renewed,2024-11-18,starter,9.99
438,52,subscription_renewed,2024-12-18,starter,9.99
439,52,subscription_renewed,2025-01-17,starter,9.99
440,52,subscription_renewed,2025-02-16,starter,9.99
441,52,subscription_renewed,2025-03-18,starter,9.99
442,52,subscription_renewed,2025-04-17,starter,9.99
443,52,subscription_renewed,2025-05-17,starter,9.99
444,52,subscription_renewed,2025-06-16,starter,9.99
445,52,subscription_renewed,2025-07-16,starter,9.99
446,52,subscription_renewed,2025-08-15,starter,9.99
447,52,subscription_renewed,2025-09-14,starter,9.99
448,52,subscription_renewed,2025-10-14,starter,9.99
449,52,subscription_renewed,2025-11-13,starter,9.99
450,52,subscription_renewed,2025-12-13,starter,9.99
451,52,subscription_renewed,2026-01-12,starter,9.99
452,53,trial_started,2024-01-03,free,0.0
453,53,trial_converted,2024-01-09,starter,9.99
454,53,subscription_renewed,2024-02-08,starter,9.99
455,53,subscription_renewed,2024-03-09,starter,9.99
456,53,subscription_renewed,2024-04-08,starter,9.99
457,53,subscription_renewed,2024-05-08,starter,9.99
458,53,subscription_renewed,2024-06-07,starter,9.99
459,53,subscription_renewed,2024-07-07,starter,9.99
460,53,subscription_renewed,2024-08-06,starter,9.99
461,53,subscription_renewed,2024-09-05,starter,9.99
462,53,subscription_renewed,2024-10-05,starter,9.99
463,53,subscription_renewed,2024-11-04,starter,9.99
464,53,subscription_renewed,2024-12-04,starter,9.99
465,53,subscription_renewed,2025-01-03,starter,9.99
466,53,subscription_renewed,2025-02-02,starter,9.99
467,53,subscription_renewed,2025-03-04,starter,9.99
468,53,subscription_renewed,2025-04-03,starter,9.99
469,53,subscription_renewed,2025-05-03,starter,9.99
470,53,subscription_renewed,2025-06-02,starter,9.99
471,53,subscription_renewed,2025-07-02,starter,9.99
472,53,subscription_renewed,2025-08-01,starter,9.99
473,53,subscription_renewed,2025-08-31,starter,9.99
474,53,subscription_renewed,2025-09-30,starter,9.99
475,53,subscription_renewed,2025-10-30,starter,9.99
476,53,subscription_renewed,2025-11-29,starter,9.99
477,53,subscription_renewed,2025-12-29,starter,9.99
478,53,subscription_renewed,2026-01-28,starter,9.99
479,54,trial_started,2025-03-09,free,0.0
480,54,trial_converted,2025-03-19,pro,29.99
481,54,subscription_renewed,2025-04-18,pro,29.99
482,54,subscription_renewed,2025-05-18,pro,29.99
483,54,subscription_renewed,2025-06-17,pro,29.99
484,54,subscription_renewed,2025-07-17,pro,29.99
485,54,subscription_renewed,2025-08-16,pro,29.99
486,54,subscription_renewed,2025-09-15,pro,29.99
487,54,subscription_renewed,2025-10-15,pro,29.99
488,54,subscription_renewed,2025-11-14,pro,29.99
489,54,subscription_renewed,2025-12-14,pro,29.99
490,54,subscription_renewed,2026-01-13,pro,29.99
491,55,trial_started,2024-06-07,free,0.0
492,56,trial_started,2025-07-09,free,0.0
493,57,trial_started,2025-08-21,free,0.0
494,57,trial_converted,2025-09-10,starter,9.99
495,57,subscription_renewed,2025-10-10,starter,9.99
496,57,subscription_renewed,2025-11-09,starter,9.99
497,57,subscription_renewed,2025-12-09,starter,9.99
498,57,subscription_renewed,2026-01-08,starter,9.99
499,58,trial_started,2024-02-28,free,0.0
500,58,trial_converted,2024-03-18,pro,29.99
501,58,subscription_renewed,2024-04-17,pro,29.99
502,58,subscription_renewed,2024-05-17,pro,29.99
503,58,subscription_renewed,2024-06-16,pro,29.99
504,58,subscription_renewed,2024-07-16,pro,29.99
505,58,subscription_renewed,2024-08-15,pro,29.99
506,58,subscription_renewed,2024-09-14,pro,29.99
507,58,subscription_renewed,2024-10-14,pro,29.99
508,58,subscription_renewed,2024-11-13,pro,29.99
509,58,subscription_renewed,2024-12-13,pro,29.99
510,58,subscription_renewed,2025-01-12,pro,29.99
511,58,subscription_renewed,2025-02-11,pro,29.99
512,58,subscription_renewed,2025-03-13,pro,29.99
513,58,subscription_renewed,2025-04-12,pro,29.99
514,58,subscription_renewed,2025-05-12,pro,29.99
515,58,subscription_renewed,2025-06-11,pro,29.99
516,58,subscription_renewed,2025-07-11,pro,29.99
517,58,subscription_renewed,2025-08-10,pro,29.99
518,58,subscription_renewed,2025-09-09,pro,29.99
519,58,subscription_renewed,2025-10-09,pro,29.99
520,58,subscription_cancelled,2025-11-05,pro,0.0
521,58,refund_issued,2025-11-12,pro,-29.99
522,59,trial_started,2024-03-10,free,0.0
523,59,trial_converted,2024-03-24,pro,29.99
524,59,subscription_renewed,2024-04-23,pro,29.99
525,59,subscription_renewed,2024-05-23,pro,29.99
526,59,subscription_renewed,2024-06-22,pro,29.99
527,59,subscription_renewed,2024-07-22,pro,29.99
528,59,subscription_renewed,2024-08-21,pro,29.99
529,59,subscription_renewed,2024-09-20,pro,29.99
530,59,subscription_renewed,2024-10-20,pro,29.99
531,59,subscription_renewed,2024-11-19,pro,29.99
532,59,subscription_renewed,2024-12-19,pro,29.99
533,59,subscription_renewed,2025-01-18,pro,29.99
534,59,subscription_renewed,2025-02-17,pro,29.99
535,59,subscription_renewed,2025-03-19,pro,29.99
536,59,subscription_renewed,2025-04-18,pro,29.99
537,59,subscription_renewed,2025-05-18,pro,29.99
538,59,subscription_renewed,2025-06-17,pro,29.99
539,59,subscription_renewed,2025-07-17,pro,29.99
540,59,subscription_renewed,2025-08-16,pro,29.99
541,59,subscription_renewed,2025-09-15,pro,29.99
542,59,subscription_renewed,2025-10-15,pro,29.99
543,59,subscription_renewed,2025-11-14,pro,29.99
544,59,subscription_renewed,2025-12-14,pro,29.99
545,59,subscription_renewed,2026-01-13,pro,29.99
546,60,trial_started,2025-08-06,free,0.0
547,61,trial_started,2024-03-24,free,0.0
548,61,trial_converted,2024-04-04,starter,9.99
